CODIGO_ACTIVIDAD,DESCRIPCION_ACTIVIDAD,ANIO,CODIGO_ENTIDAD,ENTIDAD,H000B_Y_H000C_I000B_Y_I000C,H000B_Y_I000B,H000C_Y_I000C,H000A_H000B_Y_H000C,H000B,H000C,I000B_Y_I000C,I000B,I000C,H000E_Y_H000F_I000E_Y_I000F,H000E_Y_I000E,H000F_Y_I000F,H000E_Y_H000F,H000E,H000F,I000E_Y_I000F,I000E,I000F,J000A_J000B_J000C,J000B,J000C,J000A_Y_H000A,J000B_Y_H000B,J000C_Y_H000C,K000A,K321A,K322A,K324A,K200A,K421A,K412A,K521A,K590A,K610A,K620A,K720A,K999A_Y_K810A_Y_K820A,M000A,M321A,M322A,M200A,M323A,M510A,M590A,M999A,O111A,O112A,O200A,P000A,Q000A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q100B,Q200B,Q300B,Q400B,Q900B,Q000C,Q100C,Q200C,Q300C,Q400C,Q900C,Q000D,Q100D,Q200D,Q300D,Q400D,Q900D,ESTATUS
23,Construcción,2023,20,Oaxaca,8123,6339,1784,8101,6326,1776,22,13,8,22380,17437,4943,22336,17410,4926,44,27,17,1134802,898729,236073,140074,142080,132929,2986201,2536513,1081,0,5261,74213,4653,60647,10470,2550,150,163226,127438,3935008,3743721,3639,17367,0,58477,5129,106674,3303513,4598,0,128511,1192602,481033,435809,226890,27699,21172,166428,93547,16430,48328,4991,3132,11754,7703,0,3495,433,122,1415,0,84,1331,0,0,Cifras preliminares
23,Construcción,2023,21,Puebla,13279,11002,2278,12881,10755,2126,398,247,151,35064,28970,6094,33975,28289,5686,1089,681,408,1664166,1385990,278177,129195,128874,130821,5892907,4236374,339756,41635,82082,222648,12024,186641,113802,18674,6950,245007,387313,12983832,11539178,436835,488644,190569,50014,119944,158649,9405155,1016226,0,223336,3703699,1490335,1005519,897367,163369,147109,401315,175649,39742,147066,24645,14212,60106,28635,0,21635,6028,3808,36003,17558,1168,15731,202,1345,Cifras preliminares
23,Construcción,2023,22,Querétaro de Arteaga,16017,13340,2676,15959,13306,2653,58,34,23,41561,35552,6009,41392,35452,5940,169,100,68,2598138,2152048,446090,162803,161736,168152,11356376,6342345,542468,116630,50074,286910,88337,169851,70100,19366,16,1977865,1692414,17311349,14293703,1737213,234443,212912,163141,149002,520934,16453075,1396039,0,168316,3153186,1317847,1071097,559366,101399,103477,281439,145376,29028,88733,9633,8669,79572,38135,889,35100,3870,1578,32810,22846,995,8841,128,0,Cifras preliminares
23,Construcción,2023,23,Quintana Roo,6364,5058,1306,6185,4968,1216,179,90,89,17165,13436,3729,16688,13198,3490,477,238,239,1533917,1185909,348008,248019,238698,286085,2381756,1114812,289367,6805,4094,105700,11258,68030,21706,17680,2041,361873,378392,5653496,4833617,622489,66905,30007,42516,0,57963,3611226,716098,0,52710,1091369,673920,112456,218129,61466,25398,119041,75372,5291,30909,4296,3172,48103,21972,6627,12647,6065,792,1415,277,0,1102,33,3,Cifras preliminares
23,Construcción,2023,24,San Luis Potosí,9869,7981,1888,9786,7916,1870,84,65,18,27896,22460,5436,27656,22271,5385,240,189,51,1764596,1417357,347239,180321,179050,185700,7194626,3258049,704173,51448,108743,156153,34172,97228,109781,57187,1302,1965826,650565,13412496,10388463,1532115,376069,375067,12856,7995,719931,8213969,1737690,27736,198694,2250690,545520,833528,597867,125637,148138,365068,152577,36830,142093,15961,17607,63720,6587,21721,16959,6428,12025,18622,844,0,15625,771,1383,Cifras preliminares
23,Construcción,2023,25,Sinaloa,16282,13606,2676,16014,13364,2650,268,242,26,42276,35578,6698,41656,35004,6652,620,574,46,2539821,2178715,361106,158599,163026,136272,8716480,5609450,699016,4329,16908,318042,32282,95066,33704,26603,1530,907870,971679,19053021,15919179,2275838,35381,123550,265563,31893,401619,15923021,2121314,0,160722,5457742,3022436,1178445,1106538,67288,83035,747900,504078,30880,196993,8086,7864,330321,143147,10975,170112,4054,2034,10650,1015,2,9621,10,2,Cifras preliminares
23,Construcción,2023,26,Sonora,26872,23225,3647,26280,22910,3371,591,315,276,72218,62239,9979,70591,61389,9201,1627,850,778,5080154,4462468,617686,193306,194784,183260,13802829,7479972,768997,26729,36848,606871,36892,420793,60296,68783,12382,1338223,2946042,26033881,22638177,1955115,190715,236257,35706,11207,966703,30866817,2001985,0,429218,10905733,3916382,4418826,2168294,285870,116361,1156049,664438,202253,223489,50151,15717,282633,91736,154731,28382,5139,2644,26885,18996,0,7816,64,8,Cifras preliminares
23,Construcción,2023,27,Tabasco,10582,8450,2133,10166,8208,1958,416,242,174,30993,24996,5997,29912,24364,5548,1081,632,449,3717962,3386629,331334,365722,412619,169181,14223892,8692665,202458,1901,442110,396130,20352,343170,34149,45636,2861,219348,3823111,37713166,33659007,392704,3017450,77448,122351,32122,412085,6082861,376724,0,324169,4480789,2631056,1144100,529877,88268,87487,868374,672262,50645,120984,8450,16032,205856,107110,14188,69479,8493,6587,125206,30917,71679,9807,548,12255,Cifras preliminares
23,Construcción,2023,28,Tamaulipas,15436,13382,2054,15237,13240,1997,198,141,57,37804,32705,5099,37318,32360,4958,485,345,141,2716205,2293322,422884,178260,173207,211761,11106728,6796934,1060743,0,105929,288670,45345,293074,40746,114059,855,1315248,1045126,16801342,14584013,1650793,262230,8992,223753,18698,52862,13817057,1707649,0,178689,6479154,3564634,1298088,1328550,131667,156215,715070,386702,49910,242873,19750,15836,115730,34458,1400,71150,2540,6182,42423,12833,4230,25237,9,114,Cifras preliminares
23,Construcción,2023,29,Tlaxcala,1028,825,202,1008,815,192,20,10,10,2893,2304,589,2842,2279,563,51,25,26,109602,94147,15455,108747,115459,80308,736411,639261,2651,0,823,15139,1546,8052,3831,1239,6402,16493,40973,832580,797662,3705,1125,2505,2101,0,25482,691597,4718,0,4067,274848,138504,52663,73672,5960,4049,49474,30011,1374,16461,930,699,5798,4534,0,1214,20,30,0,0,0,0,0,0,Cifras preliminares
23,Construcción,2023,30,Veracruz de Ignacio de la Llave,17651,14429,3222,17411,14294,3117,240,136,105,45353,36763,8591,44732,36432,8301,621,331,290,2318866,1919637,399229,133187,134301,128079,7772671,3948374,509781,114076,22770,346856,64310,295640,76071,17361,20157,742031,1615245,12880458,11137196,933975,113149,0,248393,74037,373707,9504916,950530,0,183070,5353734,2545458,1257285,1257364,122213,171415,874950,501527,44995,285927,19411,23090,270627,182818,381,79104,7147,1177,43074,12983,987,28837,267,0,Cifras preliminares
23,Construcción,2023,31,Yucatán,21420,19354,2066,21125,19206,1918,295,148,148,58582,52778,5804,57730,52352,5378,852,426,426,2960378,2648556,311822,140137,137900,162535,11756013,8906691,495081,12538,49978,296057,43431,165868,137621,8126,332,632754,1007535,16004121,13973348,1414410,98931,65401,224355,31465,196210,17050526,1230555,0,574238,3878497,2029154,603108,837349,141334,267552,442108,217488,27194,151023,12368,34035,44211,27366,2700,6085,3457,4603,4309,26,0,3648,635,0,Cifras preliminares
23,Construcción,2023,32,Zacatecas,4045,3411,634,3909,3301,608,136,110,26,11454,9638,1816,11079,9337,1742,375,301,74,509195,436484,72711,130267,132214,119688,1402135,898625,100740,0,407,114234,3977,18519,3936,12265,3041,112780,133610,1985823,1586507,293588,3050,18900,17731,11703,54345,2010111,338498,0,75386,2419154,1412747,442952,427421,30647,105388,258602,159849,17698,71637,4056,5362,44827,17594,7000,18378,1177,677,14303,10611,0,3692,0,0,Cifras preliminares
