CODIGO_ACTIVIDAD,DESCRIPCION_ACTIVIDAD,ANIO,CODIGO_ENTIDAD,ENTIDAD,H000B_Y_H000C_I000B_Y_I000C,H000B_Y_I000B,H000C_Y_I000C,H000A_H000B_Y_H000C,H000B,H000C,I000B_Y_I000C,I000B,I000C,H000E_Y_H000F_I000E_Y_I000F,H000E_Y_I000E,H000F_Y_I000F,H000E_Y_H000F,H000E,H000F,I000E_Y_I000F,I000E,I000F,J000A_J000B_J000C,J000B,J000C,J000A_Y_H000A,J000B_Y_H000B,J000C_Y_H000C,K000A,K321A,K322A,K324A,K200A,K421A,K412A,K521A,K590A,K610A,K620A,K720A,K999A_Y_K810A_Y_K820A,M000A,M321A,M322A,M200A,M323A,M510A,M590A,M999A,O111A,O112A,O200A,P000A,Q000A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q100B,Q200B,Q300B,Q400B,Q900B,Q000C,Q100C,Q200C,Q300C,Q400C,Q900C,Q000D,Q100D,Q200D,Q300D,Q400D,Q900D,ESTATUS
23,Construcción,2020,22,Querétaro de Arteaga,14045,11447,2598,13689,11172,2517,356,275,81,32225,24660,7566,31202,23868,7334,1024,792,232,1756225,1396749,359476,130564,125020,142812,10170607,5044320,544849,56847,72870,1977213,77363,133262,170700,62455,0,516099,1514629,13130279,5727086,617799,205795,5430940,162669,213706,772284,9643687,969111,5,219375,3490687,1925641,624671,800184,64539,75653,482566,260402,16261,197001,4755,4147,35402,5070,2460,26152,1201,519,7919,3913,2036,1950,21,0,Cifras definitivas
23,Construcción,2020,23,Quintana Roo,6466,5063,1403,5662,4309,1353,804,754,50,15482,12210,3271,13165,10037,3127,2317,2173,144,953773,709399,244374,169273,164632,180660,2221314,714420,317903,1478,49275,144844,45470,55377,25502,43805,1316,417182,404743,1993959,1542758,87860,140764,33970,22963,54749,110897,2879214,437901,0,1431,1010877,423108,74885,206950,105347,200587,113190,41900,3651,25989,19767,21883,6553,3086,34,1753,998,682,2278,128,0,2131,18,0,Cifras definitivas
23,Construcción,2020,24,San Luis Potosí,9059,7436,1623,8977,7365,1612,82,71,11,20563,15800,4763,20328,15596,4732,235,204,31,1630314,1325461,304853,183984,179958,189163,20199668,6683278,300022,2747,63941,198904,61435,82594,24076,15741,230,11758916,1007784,36962827,3968749,1137102,182635,17351572,8956,12943,14300871,7591131,1318235,84,620924,1680298,485728,209717,805512,94319,85022,382206,152664,12187,190162,14609,12584,12895,5531,0,3811,1719,1834,2034,301,0,1524,208,0,Cifras definitivas
23,Construcción,2020,25,Sinaloa,17655,14869,2787,16721,14118,2603,934,751,183,41221,32966,8254,38525,30798,7727,2696,2168,527,1920008,1597853,322155,115969,113181,123741,8444498,4766466,435197,21418,522208,409830,36147,82566,66647,150026,236,660341,1293416,12274201,7941528,1850906,1492000,19020,117423,103113,750212,12307238,1523550,7140,387803,3378628,1865525,653641,667544,100372,91546,543069,372172,13384,128437,16625,12452,267834,54140,141353,59492,5845,7004,29174,4356,8,24810,0,0,Cifras definitivas
23,Construcción,2020,26,Sonora,17969,15638,2331,15791,13663,2128,2177,1975,203,42450,35591,6860,36173,29895,6278,6277,5695,582,2423089,2090222,332867,154297,152985,156409,14926174,6587281,495196,0,997444,808228,54962,700236,204747,546872,1729,1607692,2921787,19913921,10188756,740302,2918683,247970,60500,336416,5421294,14626010,1275553,402,332928,20576417,2781950,16248413,1297694,139388,108972,1348960,193414,958258,167064,16308,13916,93459,50392,975,29820,7156,5115,20745,9688,658,4866,3406,2126,Cifras definitivas
23,Construcción,2020,27,Tabasco,8347,7321,1026,7736,6815,921,610,506,105,18864,16421,2442,17240,15099,2141,1624,1323,302,759620,668362,91258,98635,98066,99089,11247408,5129160,464829,36752,220883,360842,18802,432581,357,432592,0,974521,3176089,33045024,28885062,522679,2431273,417219,87704,55787,645299,11652329,503753,0,320524,4932902,1747817,1422978,1402279,165351,194477,463709,157377,67039,210749,12211,16333,114352,24775,1282,48625,24176,15495,100287,74070,76,20148,1409,4584,Cifras definitivas
23,Construcción,2020,28,Tamaulipas,12477,10754,1723,11839,10276,1563,638,477,161,28325,24140,4185,26482,22759,3723,1843,1381,462,1516983,1274847,242136,129728,124055,154946,12498822,9639031,365855,0,167828,306362,54364,113389,33205,267298,0,515704,1035786,6732342,4183997,465932,1546141,47743,168140,286399,33990,10408553,1625421,0,25882,7323475,1970406,1024315,4223265,45429,60061,1287298,187407,56081,1027180,7782,8848,23301,15111,542,5899,1714,35,6302,3576,149,2563,1,13,Cifras definitivas
23,Construcción,2020,29,Tlaxcala,1510,1298,212,1508,1296,212,2,2,0,3316,2745,571,3311,2740,571,5,5,0,108576,96978,11598,78116,74818,54638,244051,185635,3510,0,729,5403,266,425,2717,18,0,1112,44236,437897,226824,6428,3795,1163,625,0,199062,346634,11437,0,25787,181486,102484,24529,48556,3288,2629,39312,29064,612,8882,528,227,1320,661,0,389,270,0,0,0,0,0,0,0,Cifras definitivas
23,Construcción,2020,30,Veracruz de Ignacio de la Llave,16823,14511,2312,16391,14105,2286,432,406,26,39926,33056,6871,38678,31882,6796,1248,1173,75,1693230,1437789,255441,104327,101937,111752,6670561,4279187,132908,0,773519,296917,38911,211702,20381,133958,0,150243,632835,17701629,8420988,213480,2210064,4,814728,1366248,4676118,7693898,431920,0,116388,6373099,2750290,860820,2226363,117935,417692,1368399,628260,44803,632388,20340,42608,37073,14914,2313,9690,9242,913,9362,6589,0,2774,0,0,Cifras definitivas
23,Construcción,2020,31,Yucatán,11563,10377,1185,11497,10327,1169,66,50,16,26731,23416,3315,26539,23271,3268,192,145,47,1401870,1278605,123265,122147,123810,105416,7524178,5626873,220964,567,233053,323696,41958,169116,31007,7252,2096,275129,592468,5289608,3593631,215311,665837,113792,11544,59921,629571,9953163,2087445,1944,423224,1714223,612748,579106,394349,53107,74912,199119,87828,31421,63153,7558,9159,24046,6098,4,10561,2617,4765,4828,1726,0,2791,311,0,Cifras definitivas
23,Construcción,2020,32,Zacatecas,5355,4697,658,4840,4273,567,515,424,91,12420,10598,1822,10936,9375,1560,1485,1223,262,479136,423360,55776,100174,99074,98455,1419366,1031920,12116,0,64758,82982,16434,17944,6288,33783,0,52084,101056,1579549,1170829,100687,185016,1292,8088,11482,102156,1804782,116290,0,91914,2582663,1334272,634032,421058,53762,139539,275711,148454,11300,99150,9978,6828,122032,110811,5316,4170,1708,26,2915,1417,0,1497,0,0,Cifras definitivas
23,Construcción,2021,00,Nacional,513394,436315,77079,472197,402603,69595,41196,33712,7484,1218380,1031091,187289,1099020,933270,165750,119359,97821,21539,79927392,67541382,12386010,173526,167762,177973,355736294,200247734,19669327,1945239,6405614,12176436,1262645,8874550,3155761,6690597,561199,43932986,50814205,565959874,447675515,50673017,25676212,4210345,3158157,1291922,33274707,447775097,53016628,458374,8365716,153427580,80821011,34604937,26406914,4087477,7507240,17945951,10255338,1210780,5095508,577625,806699,4981662,2805594,794218,987822,198406,195623,1478910,802167,237236,397460,12998,29050,Cifras definitivas
236,Edificación,2021,00,Nacional,233679,194982,38697,213759,179461,34298,19919,15520,4399,577535,481498,96037,515002,432379,82623,62533,49119,13413,34061037,28144824,5916213,163049,156829,172495,151303012,86194231,5742506,358788,2942402,2850876,514678,2749698,1081541,2736174,320351,29909820,15901947,240673026,197630885,15409634,7372304,3279008,875582,969831,15135783,198092081,15807094,350953,4905795,52481958,19201699,18215619,9424819,1766681,3873140,5828280,2797464,610321,1850200,248808,321487,1837511,720981,594283,393110,82999,46139,603446,334458,123325,136440,8514,710,Cifras definitivas
237,Construcción de obras de ingeniería civil,2021,00,Nacional,186308,163238,23070,168829,148212,20617,17479,15025,2453,423136,369795,53341,376814,329864,46949,46322,39930,6392,31073161,27344855,3728306,186019,184498,180836,146988510,84039667,5598900,1504774,1450383,5782109,508803,4871691,1482658,3436976,145054,11151799,27015697,237431804,190837951,16126015,12181544,667075,1160145,245920,16213153,189328987,16062981,8638,2082689,71338979,46089073,9452387,11836989,1536868,2423662,8815011,5922336,295389,2100638,208424,288224,2370732,1665515,91682,408543,76655,128336,692584,401587,89226,170243,3900,27628,Cifras definitivas
238,Trabajos especializados para la construcción,2021,00,Nacional,93407,78095,15312,89609,74929,14680,3798,3166,632,217709,179798,37911,207204,171027,36177,10505,8771,1734,14793194,12051703,2741491,174727,160841,186751,57444772,30013835,8327921,81678,2012829,3543451,239164,1253162,591562,517447,95794,2871368,7896561,87855044,59206679,19137367,6122365,264262,1122430,76171,1925771,60354028,21146553,98783,1377233,29606643,15530239,6936932,5145106,783928,1210438,3302660,1535538,305070,1144671,120393,196988,773419,419098,108253,186169,38752,21148,182880,66123,24685,90777,584,711,Cifras definitivas
23,Construcción,2021,01,Aguascalientes,9272,7887,1385,8828,7493,1335,444,394,50,21495,18244,3251,20193,17070,3123,1301,1174,128,1183141,974876,208265,137048,130105,156045,3976417,2386592,214430,22,88113,226485,21092,63978,12336,9729,52829,362226,538585,7233434,6148002,500416,100976,122185,37204,110040,214610,5320878,451206,120223,393743,3860572,1817329,1404899,546323,43016,49006,362444,228771,27582,94985,6250,4856,93094,27791,36550,25443,2023,1287,75136,8629,57850,8548,76,33,Cifras definitivas
23,Construcción,2021,02,Baja California,18122,15604,2518,16059,13902,2157,2063,1702,361,39143,32101,7042,33049,27084,5965,6094,5017,1077,2637466,2260802,376664,169496,162628,174604,9305631,3840039,740072,21179,174352,371737,87781,131880,101734,176852,16580,1634162,2009262,14338701,12791164,903086,384436,12831,67771,7267,172145,13679073,1843697,382,327593,4164744,1916170,1264842,782973,104147,96612,969626,614933,63124,254400,18782,18388,168405,106268,11374,40342,4982,5439,43264,28786,0,13697,781,0,Cifras definitivas
23,Construcción,2021,03,Baja California Sur,8931,7348,1583,7939,6568,1371,992,780,212,21532,17611,3920,18610,15321,3289,2921,2291,631,1079839,877395,202444,138852,133596,147609,2194175,945592,129808,12903,106775,126883,8937,40567,30796,112421,2033,209338,468123,2036932,1394529,267904,196708,1925,3400,13664,158803,2454227,306312,0,82584,1221189,657456,187033,317026,30092,29581,154791,89725,5985,52206,3997,2877,20506,9414,1733,6177,2236,946,10571,669,3076,6631,95,100,Cifras definitivas
23,Construcción,2021,04,Campeche,5736,4963,773,5364,4636,729,371,327,44,12612,10927,1685,11630,10072,1558,982,856,126,2307900,1998244,309656,437476,431073,424931,3416958,1373820,32818,0,127995,194430,10088,211780,26381,16280,8478,408322,1006566,6083606,5391744,59292,527880,0,42601,1053,61035,5946419,59800,0,31632,3091913,2006093,511159,196532,123723,254406,312750,229098,6434,40466,18999,17752,64466,55359,13,6333,1878,882,33501,26123,3870,3508,0,0,Cifras definitivas
23,Construcción,2021,05,Coahuila de Zaragoza,16689,14151,2539,15375,13008,2367,1314,1143,172,38817,32815,6002,34937,29449,5489,3879,3366,513,3419128,2805795,613333,226717,215695,259128,9437891,5870506,264907,416,24521,432657,78861,410935,68132,92574,32516,1185436,976430,16584321,14334449,1680098,55730,175723,179764,31041,127515,13790867,1718601,91228,133704,6492522,3477776,1072682,1474033,130012,338018,831482,483188,33350,274617,16530,23797,464278,296129,77850,78909,5994,5395,122107,69649,0,52433,20,5,Cifras definitivas
23,Construcción,2021,06,Colima,5431,4706,725,5346,4645,701,85,61,24,12172,10421,1751,11946,10258,1687,227,163,64,603705,522488,81217,116436,112485,115849,1965506,1411432,49813,8120,11196,104156,10270,74715,20576,2641,4129,62673,205787,4101834,3777320,123510,41257,4618,2942,1209,150977,3213449,100150,0,167464,1354111,617760,313102,332455,50656,40137,127961,54236,12492,50004,6270,4960,31621,14238,158,14110,1403,1712,41711,30246,810,10655,0,0,Cifras definitivas
23,Construcción,2021,07,Chiapas,9283,8178,1104,9131,8053,1078,152,125,27,21506,18776,2730,21063,18412,2650,443,364,80,868750,747011,121739,99030,92761,112964,3651386,2685832,42538,0,519,219400,33739,115990,17429,6642,6197,44638,478462,6911959,6671780,86267,2635,3074,38867,8316,101020,5440797,87384,5599,103322,2127082,1208781,391318,411169,40166,75647,253241,143798,19261,76974,6569,6640,50233,30797,1683,13783,1433,2536,10079,0,5,10055,0,19,Cifras definitivas
23,Construcción,2021,08,Chihuahua,14390,11858,2532,12919,10690,2229,1471,1168,303,30231,24785,5446,26301,21673,4629,3930,3113,817,2597873,2148111,449762,210182,200939,201788,15307200,8208560,1018298,16688,16502,420911,39527,136254,86838,293773,16193,3963256,1090400,22464790,19307448,2689426,155619,32645,26477,200648,52528,20973200,2735467,3068,336166,6601785,3448305,1074740,1557941,259418,261380,834298,344292,49159,361365,47717,31765,186784,89847,25098,53275,10722,7841,95321,40952,22745,31274,350,0,Cifras definitivas
23,Construcción,2021,09,Ciudad de México,79410,65639,13771,64094,52937,11157,15316,12702,2614,188993,156175,32817,144142,118942,25200,44851,37234,7617,14622907,12054674,2568233,234417,227716,230193,79942644,49355418,1976259,68403,1203367,1218807,151661,826215,486738,3211541,72332,7293443,14078460,105361634,78737243,11119954,8118121,1553143,40221,270850,5522102,104264785,10882296,6364,899307,15408466,8531705,3364342,1695018,735246,1082155,1708701,1148016,92208,283272,91058,94146,774912,591226,24214,54676,44975,59821,259405,173746,50601,28806,2540,3712,Cifras definitivas
23,Construcción,2021,10,Durango,6057,5301,756,5707,4966,741,350,335,15,14977,13238,1740,14108,12411,1697,870,827,43,772151,673147,99004,139724,135561,133547,4170116,3605138,17931,90,178,137600,9540,105324,10766,17923,1647,23686,240292,7633859,7290939,62915,7344,7835,236416,2076,26335,7050796,41369,328,58315,2927814,1836876,415137,542431,52790,80580,311739,210014,14484,77260,4929,5052,71034,40567,8429,19512,1015,1511,19427,4721,0,14524,182,0,Cifras definitivas
23,Construcción,2021,11,Guanajuato,21651,18599,3052,21365,18350,3015,286,249,37,56987,49272,7715,56280,48667,7613,707,605,102,2286586,1918089,368497,110542,104526,122237,9319837,4609946,2072308,17634,71457,383229,53799,251439,31695,67794,22793,966946,770796,19730616,15161715,3655493,135919,545324,28037,8976,195151,12571862,3681867,0,171429,6593638,3855067,957766,1432330,137567,210908,965456,527387,36489,353073,17195,31313,182354,141218,0,31911,6814,2412,76756,41254,0,21068,1337,13097,Cifras definitivas
23,Construcción,2021,12,Guerrero,2215,1698,517,2163,1672,492,51,26,25,5590,4264,1326,5448,4195,1253,142,69,73,317308,236793,80515,150223,141640,163748,915911,422438,235506,0,1817,115084,4177,27022,23234,0,4681,0,81951,1138403,785347,280699,45820,150,14547,57,11784,975582,869212,0,7810,1066998,424362,389895,162456,79052,11234,174598,104193,19397,41009,8672,1327,60279,16387,6536,36295,907,154,1547,0,0,1547,0,0,Cifras definitivas
23,Construcción,2021,13,Hidalgo,7792,6340,1452,7674,6287,1387,118,53,65,18655,15096,3560,18315,14943,3372,340,153,187,839975,678882,161093,116797,107983,116149,3143285,2223264,90435,4313,4982,123754,7441,38740,15532,0,11633,229095,394094,4705159,4118456,215192,23119,2437,49885,47701,248368,5120640,236183,22430,124174,3294044,1307193,1177112,377040,89952,342748,301902,198930,17541,63556,13737,8138,102674,21682,56705,10976,800,12511,24070,19867,0,4203,0,0,Cifras definitivas
23,Construcción,2021,14,Jalisco,40684,34539,6145,37384,31791,5593,3300,2747,553,97799,83522,14276,88220,75517,12702,9579,8005,1574,4816819,4012376,804443,133089,126210,143843,27557356,14953906,3204721,0,354711,823639,69224,570212,312857,225263,59096,3445889,3537838,30161568,21861961,6598538,911175,32363,251894,18024,487613,33213211,8380657,3881,801143,13774702,8279079,1630506,1948254,308114,1608750,1216392,542261,29365,377424,45428,221915,291136,114845,65758,74147,26127,10258,49976,12875,25547,11291,1,262,Cifras definitivas
23,Construcción,2021,15,México,57151,50093,7059,55617,48908,6709,1534,1185,349,135740,118697,17043,131328,115263,16064,4413,3434,979,11439087,10187104,1251983,208490,208292,186610,37405560,20053615,1120456,1323268,1834634,2818476,54863,2169650,779722,154165,23957,1668985,5403769,70508881,62380096,1873564,5142271,170667,36770,69273,836241,50723623,2284687,0,160673,11111827,7825217,1442145,1252828,193147,398490,1096361,713975,53636,270521,35117,23112,112436,53852,731,44206,10024,3624,141860,100844,0,39661,1355,0,Cifras definitivas
23,Construcción,2021,16,Michoacán de Ocampo,17471,14347,3123,17355,14258,3097,116,90,27,42420,33466,8954,42101,33220,8881,320,246,73,1983783,1649686,334097,116645,115706,107878,3749933,2421234,243829,37340,6234,177046,26613,64454,27060,2722,22421,262254,458724,4382949,3047825,855931,44832,4791,110062,53192,266317,7113478,879162,128,167935,3827867,2180818,653976,794986,84199,113887,458705,293916,17052,124695,10205,12836,62065,27194,5151,22507,1880,5334,22553,9645,477,12184,28,219,Cifras definitivas
23,Construcción,2021,17,Morelos,6014,4985,1029,5753,4768,985,261,217,44,14081,11588,2493,13346,10976,2370,734,612,122,552560,441167,111393,96840,92521,113086,2063933,1274011,225273,10998,12746,57673,9744,16713,16083,12523,7112,183940,237118,3943564,3321163,540367,30619,6,24733,9919,16757,2897663,537302,2771,52707,1014862,568629,178923,189174,27585,50551,134447,86514,6977,32239,3883,4834,36423,4612,14870,15457,814,670,6001,2388,0,3613,0,0,Cifras definitivas
23,Construcción,2021,18,Nayarit,4501,3905,596,4056,3493,564,445,412,32,10691,9228,1463,9422,8051,1371,1268,1177,91,647604,557751,89853,163776,159688,159407,2218246,1203313,237369,4039,8843,165289,29535,147084,3110,16306,5710,48943,348705,2924097,2390340,231888,46124,55,64952,1702,189035,2935834,524086,0,215817,2709081,992659,1345073,289598,47141,34610,213801,91225,64286,49451,5427,3412,46463,30429,0,12367,2130,1537,39162,35084,570,3507,0,0,Cifras definitivas
23,Construcción,2021,19,Nuevo León,34203,29009,5195,29461,25128,4333,4743,3881,862,88728,75348,13380,74777,63901,10876,13951,11447,2504,5810754,4898245,912509,199691,194933,210613,40474888,22961120,3164922,80959,901548,547203,163069,767041,322067,1016304,42619,5875078,4632957,72187730,59246677,7138570,3026363,514800,439389,51047,1770884,49883996,5737123,188039,708644,12066876,5344150,2425823,2762276,482649,1051978,1626389,893198,54224,485851,65764,127351,451467,326053,20984,75759,23575,5096,45147,16961,17584,9103,1460,39,Cifras definitivas
23,Construcción,2021,20,Oaxaca,10382,8769,1613,10292,8704,1588,90,65,25,21866,18337,3529,21603,18143,3460,263,194,69,1258122,1048430,209692,126684,120457,132055,1271387,926428,13637,8810,5628,45885,5610,17093,9980,3689,1142,99690,133794,3634692,3416934,37852,31378,331,25796,22198,100202,3501281,34508,881,59781,1209299,457127,444421,260847,27821,19084,214122,125032,15291,66007,4630,3162,23288,7817,88,14601,578,204,246,52,63,97,25,9,Cifras definitivas
23,Construcción,2021,21,Puebla,14137,12295,1842,13162,11567,1594,975,727,248,29747,25451,4296,26966,23358,3608,2781,2093,689,1566199,1351324,214875,123044,116822,134774,6666201,4704121,242009,47281,259083,139909,10702,163229,92661,166141,8616,181747,650701,13667466,10581859,595118,1729870,376121,48191,51262,285044,10078093,593768,0,203390,3557399,1609162,876396,840655,105345,125841,463069,246911,36872,146853,17483,14951,130506,56771,6322,48852,6139,12423,9816,6232,0,3430,154,0,Cifras definitivas
23,Construcción,2021,22,Querétaro de Arteaga,13246,10939,2308,12634,10442,2192,613,497,115,34208,28370,5839,32497,26953,5544,1712,1417,295,1832818,1490753,342065,149989,142769,156037,9386208,6172590,539314,133601,319066,229660,80081,165220,71255,38999,29850,509761,1096809,12883739,9326835,1380896,697543,116940,18853,184429,1158242,10314886,1424100,35,381933,2973498,1312667,829626,585689,106870,138647,310514,169749,25718,96801,8328,9918,47712,14265,8695,17863,3752,3138,14430,3352,1595,9413,70,0,Cifras definitivas
23,Construcción,2021,23,Quintana Roo,5842,4715,1127,5377,4301,1075,465,414,52,14547,11802,2745,13210,10613,2597,1337,1189,148,1102384,854910,247474,208622,198752,230123,2204892,762902,349755,23257,47402,155034,48650,49391,27294,46870,22234,192726,479377,1589161,518886,714636,239372,58446,35339,414,22067,2113457,849586,0,37548,1290901,823396,103086,288502,41445,34472,129967,81180,4427,33855,5423,5082,13285,5848,1448,2724,2078,1187,10797,552,0,10147,99,0,Cifras definitivas
23,Construcción,2021,24,San Luis Potosí,10035,8460,1575,9667,8145,1523,368,316,52,24292,20309,3982,23203,19369,3833,1089,940,149,1588774,1256889,331885,170482,154323,217934,18407468,6984138,321171,43763,43868,132762,15599,108393,28489,8831,19826,10157352,543276,11969525,4768366,2080885,401802,211643,16974,3120,4486735,4893691,2101703,96,225219,2003592,561574,547429,632831,127183,134575,427107,181565,26779,171804,24639,22320,23623,5169,0,11890,3481,3083,6237,772,0,4783,643,38,Cifras definitivas
23,Construcción,2021,25,Sinaloa,18129,15418,2711,16889,14479,2410,1241,939,302,41168,34784,6384,37524,32000,5524,3644,2784,860,2278404,1927683,350721,139335,133135,145557,8538626,4701887,989589,31914,90734,484170,24380,115539,35802,124531,29372,840210,1070497,14613828,11229397,1812517,260385,30222,193805,33977,1053526,12276850,1765435,9185,239025,5668018,2923808,1449275,1116321,69218,109397,938398,690802,30419,197112,9301,10764,479416,167017,250413,30032,3566,28389,59322,27233,2522,29110,370,86,Cifras definitivas
23,Construcción,2021,26,Sonora,17383,15225,2158,15950,14026,1924,1433,1199,233,41838,36867,4970,37602,33325,4277,4235,3542,693,2387734,2057266,330468,151749,146680,171729,13023033,5970085,576632,1881,75600,667171,57699,958016,181642,155073,8835,1521494,2848904,24222419,17625403,1545736,104663,71817,89671,2376,4782753,17643959,1584187,1251,1286435,10607786,3158537,6080494,1149321,118277,101156,775718,272821,296545,189565,9218,7568,150221,78167,3351,52375,12154,4174,33539,15895,1894,12255,2499,996,Cifras definitivas
23,Construcción,2021,27,Tabasco,8402,7087,1315,7803,6661,1142,600,427,173,21877,18537,3340,20102,17276,2826,1775,1261,514,2429540,2095052,334488,314264,314547,292889,13181024,6034653,546571,43232,259820,424450,22136,323106,36361,508857,426,1146327,3835085,37028774,33045812,1092147,2222671,1247,94540,40064,532293,13930765,1071027,0,153462,4067029,2568467,637930,687825,68553,104254,474337,288951,26860,138742,6541,13243,315502,130888,146610,28225,3426,6353,137427,65692,47719,13381,317,10317,Cifras definitivas
23,Construcción,2021,28,Tamaulipas,10218,8868,1350,9521,8327,1193,698,541,157,21728,18775,2953,19887,17349,2538,1841,1426,414,1473477,1268158,205319,157749,152286,172087,7129546,3842374,475602,0,57029,430574,41357,294309,53321,166708,8334,753670,1006268,11261144,9785192,1018035,147004,13785,219605,13827,63698,8168856,929605,0,195643,7967738,4688484,1419496,1569175,125854,164729,862199,450567,56719,318044,18687,18182,84921,36416,2377,41917,3500,711,66640,48015,307,18194,10,114,Cifras definitivas
23,Construcción,2021,29,Tlaxcala,1601,1243,358,1260,980,281,341,264,77,3727,2877,850,2808,2172,635,920,705,215,105425,88005,17420,101469,89808,62103,228502,170306,3706,0,9176,10497,1016,2892,2395,683,1453,0,26379,656370,467150,18865,17449,2539,9099,0,141269,352593,13382,0,25428,319315,200217,54344,53145,6042,5568,60564,48240,1297,9327,952,747,1476,807,0,300,368,0,0,0,0,0,0,0,Cifras definitivas
23,Construcción,2021,30,Veracruz de Ignacio de la Llave,17838,15059,2779,17543,14844,2698,295,215,80,39925,33395,6530,39063,32767,6297,861,628,233,2334427,1952060,382367,135752,131502,141713,7150461,4684916,238806,0,122228,348272,36043,261001,114404,14355,10520,405168,914747,22339339,10787749,900276,488835,72992,652062,23176,9414249,7341085,654072,0,164769,5037854,2645932,1065074,1108398,86860,131591,480750,244945,28822,177924,11456,17603,193980,101919,5187,79470,3175,4230,13668,8365,0,5303,0,0,Cifras definitivas
23,Construcción,2021,31,Yucatán,16235,14699,1536,16131,14628,1503,104,70,34,39338,35549,3790,39031,35341,3690,307,207,100,2277602,2053079,224523,141752,140349,149413,7445534,4923702,285397,5127,165491,360267,44997,225970,106812,6141,4318,205081,1112230,8400485,6920594,592944,338292,66091,48998,8803,424763,8274610,627055,2484,357282,3509154,2061840,478162,617108,148764,203281,408420,225613,22105,102327,26064,32310,31200,12951,5,12530,3443,2271,2420,60,0,1774,586,0,Cifras definitivas
23,Construcción,2021,32,Zacatecas,4943,4388,556,4381,3947,434,563,441,122,11950,10463,1488,10308,9179,1129,1642,1284,358,505150,455137,50013,117494,115312,115338,886540,563855,5444,0,0,83323,4412,20396,2261,14267,3316,51447,137819,1258898,1043140,0,0,3601,9291,2221,200645,1314593,11640,0,91641,2505904,1514378,418732,432252,36574,103967,345700,231290,15880,83780,8372,6378,215904,189649,11886,10857,3015,496,6776,3507,0,3265,0,3,Cifras definitivas
23,Construcción,2022,00,Nacional,551057,465130,85927,524420,443031,81389,26637,22099,4538,1391738,1174783,216956,1315814,1111684,204130,75924,63098,12826,95915094,80846277,15068817,182897,182484,185146,380271147,206774672,24730462,680127,5068666,10044257,1004446,8440714,3727062,6450306,246623,58094220,55009593,742721226,627608754,58860596,24675171,7343635,4095926,1391147,18745997,522736752,62729700,252331,9775316,155786926,75511903,35971596,32890140,4830299,6582988,20810028,11754393,1379922,6303028,609492,763193,4665117,2336722,541703,1431852,198329,156511,1026691,448906,114889,423297,16116,23484,Cifras definitivas
236,Edificación,2022,00,Nacional,271986,229458,42528,257897,218123,39774,14089,11336,2754,685903,578837,107066,645982,546675,99307,39921,32162,7759,42151358,35263970,6887388,163443,161670,173162,154642782,91248030,7072605,552143,1238670,2768785,433615,2313875,1025637,1490863,84767,32399084,14014708,312135660,274388662,18600597,4961776,4798724,1093188,934357,7358355,240243039,18542141,21271,4319231,54137879,19674575,16704115,12995338,1841540,2922311,7311957,3165613,640846,2963323,237567,304607,1209894,485603,177290,420894,79962,46144,262504,105885,38811,113201,1811,2796,Cifras definitivas
237,Construcción de obras de ingeniería civil,2022,00,Nacional,180395,153857,26538,169406,144068,25338,10989,9789,1200,454592,387526,67066,423061,359419,63642,31531,28107,3424,37407496,31959356,5448140,220816,221835,215021,171747439,85483608,8084631,54811,2686957,5846977,387442,5096356,2080017,4751890,83054,22880479,34311218,336091945,283392746,20610720,17727546,1979914,2711496,379282,9290243,217890152,21498663,0,3215622,72791478,46343279,11502931,10757555,1591381,2596332,9924102,6867612,398431,2097968,222009,338081,2478054,1586586,121666,602312,83124,84367,608315,298897,72220,203715,12868,20616,Cifras definitivas
238,Trabajos especializados para la construcción,2022,00,Nacional,98676,81815,16861,97117,80840,16277,1559,974,585,251243,208420,42824,246771,205591,41180,4472,2829,1643,16356240,13622951,2733289,168418,168516,167927,53880926,30043035,9573226,73172,1143039,1428495,183389,1030483,621409,207552,78802,2814657,6683668,94493621,69827346,19649280,1985849,564997,291242,77508,2097398,64603561,22688896,231060,2240463,28857568,9494049,7764550,9137247,1397378,1064344,3573970,1721168,340644,1241737,149915,120505,977169,264534,242748,408646,35242,26000,155873,44125,3858,106382,1437,72,Cifras definitivas
23,Construcción,2022,01,Aguascalientes,8814,7034,1780,8080,6665,1416,734,369,365,22337,17729,4607,20212,16661,3551,2125,1068,1057,1096637,896759,199878,135717,134551,141206,4874779,3136159,224976,45625,91534,235852,12816,67798,16316,21165,16925,613984,391630,8267259,6865994,379505,450920,154994,46333,111421,258092,6857768,399338,0,302257,4609541,1672459,2251330,588552,48180,49020,522548,292957,77384,136696,8101,7410,20046,9243,0,7872,1301,1631,15350,12068,0,3012,0,270,Cifras definitivas
23,Construcción,2022,02,Baja California,15316,12864,2452,14753,12493,2259,564,371,193,39551,33221,6330,37929,32154,5775,1622,1067,555,2807094,2413496,393598,190279,193183,174223,12481094,6710525,954813,36398,40620,346351,23078,241073,86449,29989,2675,1803118,2206006,33047327,29237454,2441067,561010,71656,45025,8642,682474,23659618,2521213,0,204190,3823913,2056828,932821,658861,95195,80208,639763,424245,44016,145654,13522,12326,259648,190526,7737,44954,9880,6551,40849,18058,0,22353,438,0,Cifras definitivas
